Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-16 00:00:00-04:00,84.03500366210938,84.37999725341797,83.26000213623047,83.5999984741211,11298200,0.0,0.0
2024-09-17 00:00:00-04:00,84.81999969482422,85.7699966430664,84.62999725341797,84.69999694824219,10113900,0.0,0.0
2024-09-18 00:00:00-04:00,84.8499984741211,85.0,84.04000091552734,84.41999816894531,7858800,0.0,0.0
2024-09-19 00:00:00-04:00,87.625,88.56500244140625,86.94999694824219,88.48999786376953,18618400,0.0,0.0
2024-09-20 00:00:00-04:00,89.22000122070312,89.5199966430664,88.05000305175781,88.29000091552734,12277000,0.0,0.0
2024-09-23 00:00:00-04:00,89.47000122070312,91.1500015258789,89.31999969482422,90.08999633789062,19744100,0.0,0.0
2024-09-24 00:00:00-04:00,96.06999969482422,97.5,94.4000015258789,97.19000244140625,47423200,0.0,0.0
2024-09-25 00:00:00-04:00,94.37999725341797,96.18000030517578,94.05999755859375,95.45999908447266,18816600,0.0,0.0
2024-09-26 00:00:00-04:00,102.69000244140625,105.97000122070312,101.76000213623047,105.06999969482422,67261600,0.0,0.0
2024-09-27 00:00:00-04:00,105.97000122070312,109.43000030517578,105.7300033569336,107.33000183105469,50075200,0.0,0.0
2024-09-30 00:00:00-04:00,111.72000122070312,112.22000122070312,106.1050033569336,106.12000274658203,58561500,0.0,0.0
2024-10-01 00:00:00-04:00,106.41999816894531,112.79000091552734,106.1500015258789,112.73999786376953,44505000,0.0,0.0
2024-10-02 00:00:00-04:00,115.30999755859375,116.56999969482422,112.22000122070312,115.25,53732800,0.0,0.0
2024-10-03 00:00:00-04:00,110.9000015258789,114.08999633789062,110.62999725341797,112.83999633789062,29267000,0.0,0.0
2024-10-04 00:00:00-04:00,115.66500091552734,115.7300033569336,113.75,114.52999877929688,25644200,0.0,0.0
2024-10-07 00:00:00-04:00,117.44999694824219,117.81999969482422,113.37000274658203,117.5199966430664,38404000,0.0,0.0
2024-10-08 00:00:00-04:00,110.0999984741211,110.76000213623047,108.04000091552734,109.68000030517578,37414400,0.0,0.0
2024-10-09 00:00:00-04:00,105.80000305175781,109.37999725341797,105.62000274658203,107.88999938964844,28793000,0.0,0.0
2024-10-10 00:00:00-04:00,108.9800033569336,110.83999633789062,107.4800033569336,109.27999877929688,19736600,0.0,0.0
2024-10-11 00:00:00-04:00,108.05000305175781,111.05000305175781,107.22000122070312,110.13999938964844,18042600,0.0,0.0
2024-10-14 00:00:00-04:00,108.30999755859375,110.08000183105469,106.91999816894531,107.80999755859375,21351600,0.0,0.0
2024-10-15 00:00:00-04:00,103.98999786376953,104.41000366210938,101.63999938964844,101.83999633789062,28942600,0.0,0.0
2024-10-16 00:00:00-04:00,102.50499725341797,103.8499984741211,101.77999877929688,102.16999816894531,16432600,0.0,0.0
2024-10-17 00:00:00-04:00,101.25,101.44999694824219,99.55000305175781,100.06999969482422,15808200,0.0,0.0
2024-10-18 00:00:00-04:00,103.36499786376953,103.36499786376953,101.66000366210938,102.43000030517578,20824600,0.0,0.0
2024-10-21 00:00:00-04:00,100.4749984741211,101.6500015258789,100.11499786376953,100.91000366210938,10328600,0.0,0.0
